timestamps,v27_price,v26_price,v27_hashrate,v26_hashrate,v27_economic,v26_economic,v27_blocks,v26_blocks,v27_difficulty,v26_difficulty,v27_chainwork,v26_chainwork,v27_fee_rate,v26_fee_rate,v27_fee_revenue_btc,v26_fee_revenue_btc,v27_congestion,v26_congestion,v27_mempool_mb,v26_mempool_mb,v27_transactional,v26_transactional,v27_solo_hashrate,v26_solo_hashrate
0,60000,60000,40.239999999999995,58.129999999999995,55.003229654033994,44.99677034596602,0,0,1.0,1.0,0.0,0.0,1.0,1.0,0.01,0.01,0.04556264881878231,0.02580237992199439,0,0,55.00335600175252,44.99664399824747,0.0,0.49999999999999994
60,60000,60000,40.239999999999995,58.129999999999995,55.003229654033994,44.99677034596602,3,2,1.0,1.0,3.0,2.0,1.0,1.0,0.01,0.01,0.04556264881878231,0.02580237992199439,0,0,55.00335600175252,44.99664399824747,0.0,0.49999999999999994
121,60000,60000,40.239999999999995,58.129999999999995,55.003229654033994,44.99677034596602,7,7,1.0,1.0,7.0,7.0,0.045562753480576985,0.025802307470753752,0.0004556275348057698,0.00025802307470753754,0.04556264881878231,0.02580237992199439,0,0,55.00335600175252,44.99664399824747,0.0,0.49999999999999994
181,60131.907558484076,59789.852441515926,40.239999999999995,58.129999999999995,55.003229654033994,44.99677034596602,11,11,1.0,1.0,11.0,11.0,0.045562753480576985,0.025802307470753752,0.0004556275348057698,0.00025802307470753754,0.04556264881878231,0.02580237992199439,0,0,55.00335600175252,44.99664399824747,0.0,0.49999999999999994
242,60131.907558484076,59789.852441515926,40.239999999999995,58.129999999999995,55.003229654033994,44.99677034596602,12,17,1.0,1.0,12.0,17.0,0.045562753480576985,0.025802307470753752,0.0004556275348057698,0.00025802307470753754,0.04556264881878231,0.02580237992199439,0,0,55.00335600175252,44.99664399824747,0.0,0.49999999999999994
302,59511.21790331167,60410.54209668833,40.239999999999995,58.129999999999995,55.003229654033994,44.99677034596602,15,22,1.0,1.0,15.0,22.0,0.045562753480576985,0.025802307470753752,0.0004556275348057698,0.00025802307470753754,0.04556264881878231,0.02580237992199439,0,0,55.00335600175252,44.99664399824747,0.0,0.49999999999999994
362,59450.826477402996,60470.933522597,40.239999999999995,58.129999999999995,55.003229654033994,44.99677034596602,16,24,1.0,1.0,16.0,24.0,0.045562753480576985,0.025802307470753752,0.0004556275348057698,0.00025802307470753754,0.04556264881878231,0.02580237992199439,0,0,55.00335600175252,44.99664399824747,0.0,0.49999999999999994
422,59411.90755848408,60509.852441515926,40.239999999999995,58.129999999999995,55.003229654033994,44.99677034596602,17,29,1.0,1.0,17.0,29.0,0.045562753480576985,0.025802307470753752,0.0004556275348057698,0.00025802307470753754,0.04556264881878231,0.02580237992199439,0,0,55.00335600175252,44.99664399824747,0.0,0.49999999999999994
482,59192.777123701475,60728.982876298534,40.239999999999995,58.129999999999995,55.003229654033994,44.99677034596602,20,30,1.0,1.0,20.0,30.0,0.045562753480576985,0.025802307470753752,0.0004556275348057698,0.00025802307470753754,0.04556264881878231,0.02580237992199439,0,0,55.00335600175252,44.99664399824747,0.0,0.49999999999999994
543,59411.90755848408,60509.852441515926,40.239999999999995,58.129999999999995,55.003229654033994,44.99677034596602,27,35,1.0,1.0,27.0,35.0,0.045562753480576985,0.025802307470753752,0.0004556275348057698,0.00025802307470753754,0.04556264881878231,0.02580237992199439,0,0,55.00335600175252,44.99664399824747,0.0,0.49999999999999994
603,59667.39142945182,60254.368570548184,32.25,66.12,55.003229654033994,44.99677034596602,27,37,1.0,1.0,27.0,37.0,0.045562753480576985,0.025802307470753752,0.0004556275348057698,0.00025802307470753754,0.056850883363342625,0.022684397230271235,0,0,55.00335600175252,44.99664399824747,0.0,0.49999999999999994
663,59185.88755848407,60735.87244151593,32.25,66.12,55.003229654033994,44.99677034596602,28,38,1.0,1.0,28.0,38.0,0.05685101395529976,0.022684333534103384,0.0005685101395529977,0.00022684333534103384,0.056850883363342625,0.022684397230271235,0,0,55.00335600175252,44.99664399824747,0.0,0.49999999999999994
723,59202.933013029535,60718.82698697047,32.25,66.12,55.003229654033994,44.99677034596602,30,39,1.0,1.0,30.0,39.0,0.05685101395529976,0.022684333534103384,0.0005685101395529977,0.00022684333534103384,0.056850883363342625,0.022684397230271235,0,0,55.00335600175252,44.99664399824747,0.0,0.49999999999999994
784,59278.82234109278,60642.937658907234,32.25,66.12,55.003229654033994,44.99677034596602,32,42,1.0,1.0,32.0,42.0,0.05685101395529976,0.022684333534103384,0.0005685101395529977,0.00022684333534103384,0.056850883363342625,0.022684397230271235,0,0,55.00335600175252,44.99664399824747,0.0,0.49999999999999994
844,59261.9010719976,60659.85892800242,32.25,66.12,55.003229654033994,44.99677034596602,34,45,1.0,1.0,34.0,45.0,0.05685101395529976,0.022684333534103384,0.0005685101395529977,0.00022684333534103384,0.056850883363342625,0.022684397230271235,0,0,55.00335600175252,44.99664399824747,0.0,0.49999999999999994
904,59247.121735699264,60674.63826430074,32.25,66.12,55.003229654033994,44.99677034596602,39,52,1.0,1.0,39.0,52.0,0.05685101395529976,0.022684333534103384,0.0005685101395529977,0.00022684333534103384,0.056850883363342625,0.022684397230271235,0,0,55.00335600175252,44.99664399824747,0.0,0.49999999999999994
965,59234.10184419836,60687.65815580164,32.25,66.12,55.003229654033994,44.99677034596602,39,55,1.0,1.0,39.0,55.0,0.05685101395529976,0.022684333534103384,0.0005685101395529977,0.00022684333534103384,0.056850883363342625,0.022684397230271235,0,0,55.00335600175252,44.99664399824747,0.0,0.49999999999999994
1025,59135.62160103727,60786.138398962736,32.25,66.12,55.003229654033994,44.99677034596602,39,64,1.0,1.0,39.0,64.0,0.05685101395529976,0.022684333534103384,0.0005685101395529977,0.00022684333534103384,0.056850883363342625,0.022684397230271235,0,0,55.00335600175252,44.99664399824747,0.0,0.49999999999999994
1085,58874.60115071709,61047.15884928291,32.25,66.12,55.003229654033994,44.99677034596602,41,64,1.0,1.0,41.0,64.0,0.05685101395529976,0.022684333534103384,0.0005685101395529977,0.00022684333534103384,0.056850883363342625,0.022684397230271235,0,0,55.00335600175252,44.99664399824747,0.0,0.49999999999999994
